Question,Correct Answer
Unemployment rate in Talladega County,5.1
Total population in Talladega County,3515
Average income in Talladega County,49727.0
Poverty rate in Talladega County,8.8
Unemployment rate in Talladega County,3.4
Total population in Talladega County,4023
Average income in Talladega County,50063.0
Poverty rate in Talladega County,10.7
Unemployment rate in Talladega County,6.2
Total population in Talladega County,2931
Average income in Talladega County,29405.0
Poverty rate in Talladega County,29.2
Unemployment rate in Talladega County,6.8
Total population in Talladega County,4819
Average income in Talladega County,52926.0
Poverty rate in Talladega County,14.8
Unemployment rate in Talladega County,11.3
Total population in Talladega County,2711
Average income in Talladega County,43293.0
Poverty rate in Talladega County,14.0
Unemployment rate in Talladega County,6.4
Total population in Talladega County,2977
Average income in Talladega County,25742.0
Poverty rate in Talladega County,23.6
Unemployment rate in Talladega County,26.8
Total population in Talladega County,2708
Average income in Talladega County,16372.0
Poverty rate in Talladega County,50.2
Unemployment rate in Talladega County,26.4
Total population in Talladega County,2864
Average income in Talladega County,36719.0
Poverty rate in Talladega County,6.7
Unemployment rate in Talladega County,13.5
Total population in Talladega County,3244
Average income in Talladega County,36466.0
Poverty rate in Talladega County,17.7
Unemployment rate in Talladega County,12.7
Total population in Talladega County,2958
Average income in Talladega County,31410.0
Poverty rate in Talladega County,24.0
Unemployment rate in Talladega County,11.8
Total population in Talladega County,4981
Average income in Talladega County,35821.0
Poverty rate in Talladega County,15.5
Unemployment rate in Talladega County,13.0
Total population in Talladega County,2822
Average income in Talladega County,47361.0
Poverty rate in Talladega County,17.1
Unemployment rate in Talladega County,11.6
Total population in Talladega County,5900
Average income in Talladega County,35986.0
Poverty rate in Talladega County,26.3
Unemployment rate in Talladega County,11.2
Total population in Talladega County,2931
Average income in Talladega County,37244.0
Poverty rate in Talladega County,18.5
Unemployment rate in Talladega County,1.7
Total population in Talladega County,5633
Average income in Talladega County,41880.0
Poverty rate in Talladega County,15.5
Unemployment rate in Talladega County,9.9
Total population in Talladega County,4466
Average income in Talladega County,31695.0
Poverty rate in Talladega County,23.9
Unemployment rate in Talladega County,8.8
Total population in Talladega County,4232
Average income in Talladega County,37607.0
Poverty rate in Talladega County,24.1
Unemployment rate in Talladega County,13.6
Total population in Talladega County,2201
Average income in Talladega County,18581.0
Poverty rate in Talladega County,49.7
Unemployment rate in Talladega County,10.8
Total population in Talladega County,3061
Average income in Talladega County,39698.0
Poverty rate in Talladega County,11.5
Unemployment rate in Talladega County,9.4
Total population in Talladega County,2168
Average income in Talladega County,41458.0
Poverty rate in Talladega County,24.4
Unemployment rate in Talladega County,6.7
Total population in Tallapoosa County,2501
Average income in Tallapoosa County,45128.0
Poverty rate in Tallapoosa County,15.0
Unemployment rate in Tallapoosa County,2.7
Total population in Tallapoosa County,4090
Average income in Tallapoosa County,39671.0
Poverty rate in Tallapoosa County,21.1
Unemployment rate in Tallapoosa County,5.0
Total population in Tallapoosa County,4297
Average income in Tallapoosa County,24266.0
Poverty rate in Tallapoosa County,37.6
Unemployment rate in Tallapoosa County,20.4
Total population in Tallapoosa County,4571
Average income in Tallapoosa County,31190.0
Poverty rate in Tallapoosa County,20.5
Unemployment rate in Tallapoosa County,10.1
Total population in Tallapoosa County,5963
Average income in Tallapoosa County,42313.0
Poverty rate in Tallapoosa County,17.9
Unemployment rate in Tallapoosa County,5.4
Total population in Tallapoosa County,4441
Average income in Tallapoosa County,38820.0
Poverty rate in Tallapoosa County,25.9
Unemployment rate in Tallapoosa County,8.0
Total population in Tallapoosa County,4156
Average income in Tallapoosa County,55221.0
Poverty rate in Tallapoosa County,14.4
Unemployment rate in Tallapoosa County,3.8
Total population in Tallapoosa County,2820
Average income in Tallapoosa County,60481.0
Poverty rate in Tallapoosa County,7.9
Unemployment rate in Tallapoosa County,4.3
Total population in Tallapoosa County,1794
Average income in Tallapoosa County,28144.0
Poverty rate in Tallapoosa County,36.8
Unemployment rate in Tallapoosa County,8.2
Total population in Tallapoosa County,6123
Average income in Tallapoosa County,49261.0
Poverty rate in Tallapoosa County,19.3
Unemployment rate in Tallapoosa County,16.2
Total population in Tuscaloosa County,4579
Average income in Tuscaloosa County,130465.0
Poverty rate in Tuscaloosa County,0.3
Unemployment rate in Tuscaloosa County,1.2
Total population in Tuscaloosa County,2991
Average income in Tuscaloosa County,72674.0
Poverty rate in Tuscaloosa County,5.6
Unemployment rate in Tuscaloosa County,0.0
Total population in Tuscaloosa County,5888
Average income in Tuscaloosa County,61449.0
Poverty rate in Tuscaloosa County,10.5
Unemployment rate in Tuscaloosa County,10.8
Total population in Tuscaloosa County,3650
Average income in Tuscaloosa County,74707.0
Poverty rate in Tuscaloosa County,4.9
Unemployment rate in Tuscaloosa County,6.3
Total population in Tuscaloosa County,10903
Average income in Tuscaloosa County,78161.0
Poverty rate in Tuscaloosa County,6.4
Unemployment rate in Tuscaloosa County,3.3
Total population in Tuscaloosa County,2859
Average income in Tuscaloosa County,82321.0
Poverty rate in Tuscaloosa County,15.1
Unemployment rate in Tuscaloosa County,2.3
Total population in Tuscaloosa County,4730
Average income in Tuscaloosa County,48750.0
Poverty rate in Tuscaloosa County,14.0
Unemployment rate in Tuscaloosa County,3.8
Total population in Tuscaloosa County,6473
Average income in Tuscaloosa County,57307.0
Poverty rate in Tuscaloosa County,10.1
Unemployment rate in Tuscaloosa County,7.9
Total population in Tuscaloosa County,3342
Average income in Tuscaloosa County,45843.0
Poverty rate in Tuscaloosa County,15.3
Unemployment rate in Tuscaloosa County,2.2
Total population in Tuscaloosa County,3028
Average income in Tuscaloosa County,61803.0
Poverty rate in Tuscaloosa County,7.2
Unemployment rate in Tuscaloosa County,6.3
Total population in Tuscaloosa County,4033
Average income in Tuscaloosa County,44375.0
Poverty rate in Tuscaloosa County,16.4
Unemployment rate in Tuscaloosa County,6.3
Total population in Tuscaloosa County,2552
Average income in Tuscaloosa County,40641.0
Poverty rate in Tuscaloosa County,34.3
Unemployment rate in Tuscaloosa County,6.8
Total population in Tuscaloosa County,4178
Average income in Tuscaloosa County,94490.0
Poverty rate in Tuscaloosa County,13.9
Unemployment rate in Tuscaloosa County,3.9
Total population in Tuscaloosa County,4965
Average income in Tuscaloosa County,93179.0
Poverty rate in Tuscaloosa County,4.1
Unemployment rate in Tuscaloosa County,5.4
Total population in Tuscaloosa County,3180
Average income in Tuscaloosa County,51786.0
Poverty rate in Tuscaloosa County,24.6
Unemployment rate in Tuscaloosa County,6.1
Total population in Tuscaloosa County,2214
Average income in Tuscaloosa County,30050.0
Poverty rate in Tuscaloosa County,30.4
Unemployment rate in Tuscaloosa County,12.7
Total population in Tuscaloosa County,4870
Average income in Tuscaloosa County,46090.0
Poverty rate in Tuscaloosa County,20.9
Unemployment rate in Tuscaloosa County,10.2
Total population in Tuscaloosa County,10477
Average income in Tuscaloosa County,70678.0
Poverty rate in Tuscaloosa County,6.9
Unemployment rate in Tuscaloosa County,6.6
Total population in Tuscaloosa County,6699
Average income in Tuscaloosa County,56389.0
Poverty rate in Tuscaloosa County,11.6
Unemployment rate in Tuscaloosa County,2.9
Total population in Tuscaloosa County,7388
Average income in Tuscaloosa County,54583.0
Poverty rate in Tuscaloosa County,7.1
Unemployment rate in Tuscaloosa County,4.0
Total population in Tuscaloosa County,2762
Average income in Tuscaloosa County,60476.0
Poverty rate in Tuscaloosa County,11.3
Unemployment rate in Tuscaloosa County,4.0
Total population in Tuscaloosa County,4821
Average income in Tuscaloosa County,63094.0
Poverty rate in Tuscaloosa County,9.6
Unemployment rate in Tuscaloosa County,7.9
Total population in Tuscaloosa County,3035
Average income in Tuscaloosa County,36518.0
Poverty rate in Tuscaloosa County,37.9
Unemployment rate in Tuscaloosa County,5.6
Total population in Tuscaloosa County,2896
Average income in Tuscaloosa County,47500.0
Poverty rate in Tuscaloosa County,17.5
Unemployment rate in Tuscaloosa County,7.0
Total population in Tuscaloosa County,7307
Average income in Tuscaloosa County,25833.0
Poverty rate in Tuscaloosa County,16.7
Unemployment rate in Tuscaloosa County,31.2
Total population in Tuscaloosa County,2521
Average income in Tuscaloosa County,14358.0
Poverty rate in Tuscaloosa County,57.6
Unemployment rate in Tuscaloosa County,13.5
Total population in Tuscaloosa County,2094
Average income in Tuscaloosa County,16922.0
Poverty rate in Tuscaloosa County,48.5
Unemployment rate in Tuscaloosa County,11.3
Total population in Tuscaloosa County,3521
Average income in Tuscaloosa County,32014.0
Poverty rate in Tuscaloosa County,30.5
Unemployment rate in Tuscaloosa County,9.9
Total population in Tuscaloosa County,2794
Average income in Tuscaloosa County,27354.0
Poverty rate in Tuscaloosa County,25.8
Unemployment rate in Tuscaloosa County,12.9
Total population in Tuscaloosa County,4461
Average income in Tuscaloosa County,26049.0
Poverty rate in Tuscaloosa County,36.9
Unemployment rate in Tuscaloosa County,17.6
Total population in Tuscaloosa County,3566
Average income in Tuscaloosa County,24019.0
Poverty rate in Tuscaloosa County,38.6
Unemployment rate in Tuscaloosa County,15.4
Total population in Tuscaloosa County,2887
Average income in Tuscaloosa County,29652.0
Poverty rate in Tuscaloosa County,24.1
Unemployment rate in Tuscaloosa County,9.0
Total population in Tuscaloosa County,1844
Average income in Tuscaloosa County,17652.0
Poverty rate in Tuscaloosa County,49.7
Unemployment rate in Tuscaloosa County,25.2
Total population in Tuscaloosa County,2913
Average income in Tuscaloosa County,23655.0
Poverty rate in Tuscaloosa County,51.4
Unemployment rate in Tuscaloosa County,11.6
Total population in Tuscaloosa County,5931
Average income in Tuscaloosa County,40719.0
Poverty rate in Tuscaloosa County,25.0
Unemployment rate in Tuscaloosa County,3.3
Total population in Tuscaloosa County,7453
Average income in Tuscaloosa County,50424.0
Poverty rate in Tuscaloosa County,18.4
Unemployment rate in Tuscaloosa County,4.1
Total population in Tuscaloosa County,3805
Average income in Tuscaloosa County,32148.0
Poverty rate in Tuscaloosa County,24.7
Unemployment rate in Tuscaloosa County,5.0
Total population in Tuscaloosa County,5168
Average income in Tuscaloosa County,52528.0
Poverty rate in Tuscaloosa County,10.7
Unemployment rate in Tuscaloosa County,4.9
Total population in Tuscaloosa County,3096
Average income in Tuscaloosa County,50682.0
Poverty rate in Tuscaloosa County,10.5
Unemployment rate in Tuscaloosa County,0.6
Total population in Tuscaloosa County,2686
Average income in Tuscaloosa County,39815.0
Poverty rate in Tuscaloosa County,21.9
Unemployment rate in Tuscaloosa County,12.6
Total population in Tuscaloosa County,7410
Average income in Tuscaloosa County,40283.0
Poverty rate in Tuscaloosa County,30.8
Unemployment rate in Tuscaloosa County,8.0
Total population in Tuscaloosa County,1681
Average income in Tuscaloosa County,48850.0
Poverty rate in Tuscaloosa County,15.9
Unemployment rate in Tuscaloosa County,6.5
Total population in Tuscaloosa County,6964
Average income in Tuscaloosa County,76957.0
Poverty rate in Tuscaloosa County,6.8
Unemployment rate in Tuscaloosa County,5.5
Total population in Tuscaloosa County,4550
Average income in Tuscaloosa County,82969.0
Poverty rate in Tuscaloosa County,0.8
Unemployment rate in Tuscaloosa County,3.5
Total population in Tuscaloosa County,1702
Average income in Tuscaloosa County,23120.0
Poverty rate in Tuscaloosa County,42.3
Unemployment rate in Tuscaloosa County,9.6
Total population in Tuscaloosa County,5091
Average income in Tuscaloosa County,55672.0
Poverty rate in Tuscaloosa County,19.4
Unemployment rate in Tuscaloosa County,3.2
Total population in Tuscaloosa County,2466
Average income in Tuscaloosa County,33111.0
Poverty rate in Tuscaloosa County,36.9
Unemployment rate in Tuscaloosa County,5.4
Total population in Walker County,2954
Average income in Walker County,23846.0
Poverty rate in Walker County,29.3
Unemployment rate in Walker County,12.0
Total population in Walker County,4470
Average income in Walker County,47260.0
Poverty rate in Walker County,15.9
Unemployment rate in Walker County,6.5
Total population in Walker County,6807
Average income in Walker County,41250.0
Poverty rate in Walker County,21.3
Unemployment rate in Walker County,5.3
Total population in Walker County,1834
Average income in Walker County,37031.0
Poverty rate in Walker County,22.3
Unemployment rate in Walker County,9.1
Total population in Walker County,2529
Average income in Walker County,43125.0
Poverty rate in Walker County,15.1
Unemployment rate in Walker County,2.5
Total population in Walker County,2915
Average income in Walker County,45037.0
Poverty rate in Walker County,13.3
Unemployment rate in Walker County,5.2
Total population in Walker County,6032
Average income in Walker County,43023.0
Poverty rate in Walker County,22.2
Unemployment rate in Walker County,10.6
Total population in Walker County,4844
Average income in Walker County,51737.0
Poverty rate in Walker County,18.3
Unemployment rate in Walker County,6.9
Total population in Walker County,3788
Average income in Walker County,34792.0
Poverty rate in Walker County,37.1
Unemployment rate in Walker County,24.2
Total population in Walker County,3220
Average income in Walker County,32643.0
Poverty rate in Walker County,19.3
Unemployment rate in Walker County,5.8
Total population in Walker County,2931
Average income in Walker County,36692.0
Poverty rate in Walker County,27.9
Unemployment rate in Walker County,13.2
Total population in Walker County,3863
Average income in Walker County,43478.0
Poverty rate in Walker County,15.4
Unemployment rate in Walker County,12.9
Total population in Walker County,3497
Average income in Walker County,38810.0
Poverty rate in Walker County,14.4
Unemployment rate in Walker County,14.3
Total population in Walker County,3209
Average income in Walker County,28653.0
Poverty rate in Walker County,29.8
Unemployment rate in Walker County,13.9
Total population in Walker County,1497
Average income in Walker County,36577.0
Poverty rate in Walker County,21.6
Unemployment rate in Walker County,11.5
Total population in Walker County,4419
Average income in Walker County,43598.0
Poverty rate in Walker County,20.3
Unemployment rate in Walker County,8.9
Total population in Walker County,3678
Average income in Walker County,37426.0
Poverty rate in Walker County,23.1
Unemployment rate in Walker County,11.2
Total population in Walker County,2440
Average income in Walker County,34722.0
Poverty rate in Walker County,24.2
Unemployment rate in Walker County,15.4
Total population in Washington County,2611
Average income in Washington County,42054.0
Poverty rate in Washington County,17.0
Unemployment rate in Washington County,10.9
Total population in Washington County,3560
Average income in Washington County,38750.0
Poverty rate in Washington County,14.2
Unemployment rate in Washington County,6.4
Total population in Washington County,3426
Average income in Washington County,31843.0
Poverty rate in Washington County,26.5
Unemployment rate in Washington County,17.6
Total population in Washington County,5046
Average income in Washington County,43602.0
Poverty rate in Washington County,28.9
Unemployment rate in Washington County,11.0
Total population in Washington County,2103
Average income in Washington County,43363.0
Poverty rate in Washington County,17.3
Unemployment rate in Washington County,8.9
Total population in Wilcox County,1530
Average income in Wilcox County,16432.0
Poverty rate in Wilcox County,50.8
Unemployment rate in Wilcox County,37.7
Total population in Wilcox County,4518
Average income in Wilcox County,31853.0
Poverty rate in Wilcox County,26.1
Unemployment rate in Wilcox County,12.5
Total population in Wilcox County,3244
Average income in Wilcox County,31625.0
Poverty rate in Wilcox County,30.0
Unemployment rate in Wilcox County,17.8
Total population in Wilcox County,1627
Average income in Wilcox County,22946.0
Poverty rate in Wilcox County,33.1
Unemployment rate in Wilcox County,20.3
Total population in Winston County,2516
Average income in Winston County,42908.0
Poverty rate in Winston County,15.9
Unemployment rate in Winston County,8.4
Total population in Winston County,2514
Average income in Winston County,35559.0
Poverty rate in Winston County,14.8
Unemployment rate in Winston County,14.2
Total population in Winston County,2797
Average income in Winston County,50938.0
Poverty rate in Winston County,18.6
Unemployment rate in Winston County,6.6
Total population in Winston County,5163
Average income in Winston County,32233.0
Poverty rate in Winston County,14.8
Unemployment rate in Winston County,10.0
Total population in Winston County,4111
Average income in Winston County,37330.0
Poverty rate in Winston County,17.4
Unemployment rate in Winston County,11.8
Total population in Winston County,4674
Average income in Winston County,25636.0
Poverty rate in Winston County,28.4
Unemployment rate in Winston County,6.6
Total population in Winston County,2193
Average income in Winston County,38080.0
Poverty rate in Winston County,17.1
Unemployment rate in Winston County,8.3
Total population in Aleutians East Borough,3338
Average income in Aleutians East Borough,66607.0
Poverty rate in Aleutians East Borough,16.7
Unemployment rate in Aleutians East Borough,2.4
Total population in Aleutians West Census Area,975
Average income in Aleutians West Census Area,62083.0
Poverty rate in Aleutians West Census Area,15.6
Unemployment rate in Aleutians West Census Area,3.5
Total population in Aleutians West Census Area,4809
Average income in Aleutians West Census Area,91635.0
Poverty rate in Aleutians West Census Area,6.2
Unemployment rate in Aleutians West Census Area,1.6
Total population in Anchorage Municipality,5514
Average income in Anchorage Municipality,107926.0
Poverty rate in Anchorage Municipality,6.6
Unemployment rate in Anchorage Municipality,9.4
Total population in Anchorage Municipality,5198
Average income in Anchorage Municipality,72213.0
Poverty rate in Anchorage Municipality,8.7
Unemployment rate in Anchorage Municipality,4.0
Total population in Anchorage Municipality,5077
Average income in Anchorage Municipality,98250.0
Poverty rate in Anchorage Municipality,5.3
Unemployment rate in Anchorage Municipality,5.8
Total population in Anchorage Municipality,6022
Average income in Anchorage Municipality,100464.0
Poverty rate in Anchorage Municipality,3.0
Unemployment rate in Anchorage Municipality,7.8
Total population in Anchorage Municipality,11902
Average income in Anchorage Municipality,114069.0
Poverty rate in Anchorage Municipality,3.4
Unemployment rate in Anchorage Municipality,5.3
Total population in Anchorage Municipality,3508
Average income in Anchorage Municipality,126923.0
Poverty rate in Anchorage Municipality,1.4
Unemployment rate in Anchorage Municipality,6.2
Total population in Anchorage Municipality,8920
Average income in Anchorage Municipality,57750.0
Poverty rate in Anchorage Municipality,4.9
Unemployment rate in Anchorage Municipality,6.5
Total population in Anchorage Municipality,5198
Average income in Anchorage Municipality,57051.0
Poverty rate in Anchorage Municipality,3.0
Unemployment rate in Anchorage Municipality,1.6
Total population in Anchorage Municipality,1908
Average income in Anchorage Municipality,53269.0
Poverty rate in Anchorage Municipality,11.7
Unemployment rate in Anchorage Municipality,6.6
Total population in Anchorage Municipality,6536
Average income in Anchorage Municipality,36844.0
Poverty rate in Anchorage Municipality,28.9
Unemployment rate in Anchorage Municipality,15.6
Total population in Anchorage Municipality,6173
Average income in Anchorage Municipality,72350.0
Poverty rate in Anchorage Municipality,10.1
Unemployment rate in Anchorage Municipality,7.4
Total population in Anchorage Municipality,5330
Average income in Anchorage Municipality,75205.0
Poverty rate in Anchorage Municipality,16.2
Unemployment rate in Anchorage Municipality,2.8
Total population in Anchorage Municipality,5383
Average income in Anchorage Municipality,63784.0
Poverty rate in Anchorage Municipality,14.6
Unemployment rate in Anchorage Municipality,14.2
Total population in Anchorage Municipality,7102
Average income in Anchorage Municipality,63506.0
Poverty rate in Anchorage Municipality,13.2
Unemployment rate in Anchorage Municipality,3.8
Total population in Anchorage Municipality,4932
Average income in Anchorage Municipality,61031.0
Poverty rate in Anchorage Municipality,13.0
Unemployment rate in Anchorage Municipality,9.4
Total population in Anchorage Municipality,5475
Average income in Anchorage Municipality,41250.0
Poverty rate in Anchorage Municipality,26.8
Unemployment rate in Anchorage Municipality,10.6
Total population in Anchorage Municipality,2746
Average income in Anchorage Municipality,48489.0
Poverty rate in Anchorage Municipality,20.2
Unemployment rate in Anchorage Municipality,4.8
Total population in Anchorage Municipality,3448
Average income in Anchorage Municipality,49885.0
Poverty rate in Anchorage Municipality,16.4
Unemployment rate in Anchorage Municipality,8.6
Total population in Anchorage Municipality,964
Average income in Anchorage Municipality,57708.0
Poverty rate in Anchorage Municipality,16.3
Unemployment rate in Anchorage Municipality,4.7
Total population in Anchorage Municipality,3933
Average income in Anchorage Municipality,93795.0
Poverty rate in Anchorage Municipality,7.6
Unemployment rate in Anchorage Municipality,1.7
Total population in Anchorage Municipality,3223
Average income in Anchorage Municipality,125250.0
Poverty rate in Anchorage Municipality,3.7
Unemployment rate in Anchorage Municipality,2.5
Total population in Anchorage Municipality,4847
Average income in Anchorage Municipality,51681.0
Poverty rate in Anchorage Municipality,18.7
Unemployment rate in Anchorage Municipality,8.4
Total population in Anchorage Municipality,5416
Average income in Anchorage Municipality,92313.0
Poverty rate in Anchorage Municipality,6.9
Unemployment rate in Anchorage Municipality,1.2
Total population in Anchorage Municipality,4107
Average income in Anchorage Municipality,87813.0
Poverty rate in Anchorage Municipality,4.1
Unemployment rate in Anchorage Municipality,2.7
Total population in Anchorage Municipality,4778
Average income in Anchorage Municipality,75915.0
Poverty rate in Anchorage Municipality,4.9
Unemployment rate in Anchorage Municipality,11.2
Total population in Anchorage Municipality,7136
Average income in Anchorage Municipality,90777.0
Poverty rate in Anchorage Municipality,8.6
Unemployment rate in Anchorage Municipality,4.1
Total population in Anchorage Municipality,5508
Average income in Anchorage Municipality,91995.0
Poverty rate in Anchorage Municipality,3.9
Unemployment rate in Anchorage Municipality,4.0
Total population in Anchorage Municipality,6206
Average income in Anchorage Municipality,75804.0
Poverty rate in Anchorage Municipality,8.1
Unemployment rate in Anchorage Municipality,2.6
Total population in Anchorage Municipality,6124
Average income in Anchorage Municipality,96089.0
Poverty rate in Anchorage Municipality,6.1
Unemployment rate in Anchorage Municipality,3.9
Total population in Anchorage Municipality,4792
Average income in Anchorage Municipality,72471.0
Poverty rate in Anchorage Municipality,13.3
Unemployment rate in Anchorage Municipality,8.1
Total population in Anchorage Municipality,5142
Average income in Anchorage Municipality,58263.0
Poverty rate in Anchorage Municipality,9.5
Unemployment rate in Anchorage Municipality,10.6
Total population in Anchorage Municipality,4157
Average income in Anchorage Municipality,57833.0
Poverty rate in Anchorage Municipality,13.2
Unemployment rate in Anchorage Municipality,8.9
Total population in Anchorage Municipality,3352
Average income in Anchorage Municipality,41198.0
Poverty rate in Anchorage Municipality,19.0
Unemployment rate in Anchorage Municipality,10.6
Total population in Anchorage Municipality,3684
Average income in Anchorage Municipality,56146.0
Poverty rate in Anchorage Municipality,3.3
Unemployment rate in Anchorage Municipality,9.0
Total population in Anchorage Municipality,5338
Average income in Anchorage Municipality,91563.0
Poverty rate in Anchorage Municipality,9.1
Unemployment rate in Anchorage Municipality,5.1
Total population in Anchorage Municipality,3104
Average income in Anchorage Municipality,59761.0
Poverty rate in Anchorage Municipality,12.0
Unemployment rate in Anchorage Municipality,5.8
Total population in Anchorage Municipality,6885
Average income in Anchorage Municipality,130970.0
Poverty rate in Anchorage Municipality,3.1
Unemployment rate in Anchorage Municipality,5.9
Total population in Anchorage Municipality,5143
Average income in Anchorage Municipality,85931.0
Poverty rate in Anchorage Municipality,9.6
Unemployment rate in Anchorage Municipality,5.9
Total population in Anchorage Municipality,9642
Average income in Anchorage Municipality,75961.0
Poverty rate in Anchorage Municipality,6.9
Unemployment rate in Anchorage Municipality,4.8
Total population in Anchorage Municipality,3047
Average income in Anchorage Municipality,72433.0
Poverty rate in Anchorage Municipality,6.8
Unemployment rate in Anchorage Municipality,6.4
Total population in Anchorage Municipality,4802
Average income in Anchorage Municipality,86175.0
Poverty rate in Anchorage Municipality,0.8
Unemployment rate in Anchorage Municipality,4.1
Total population in Anchorage Municipality,5275
Average income in Anchorage Municipality,72672.0
Poverty rate in Anchorage Municipality,6.2
Unemployment rate in Anchorage Municipality,3.8
Total population in Anchorage Municipality,5447
Average income in Anchorage Municipality,79207.0
Poverty rate in Anchorage Municipality,9.0
Unemployment rate in Anchorage Municipality,10.3
Total population in Anchorage Municipality,6195
Average income in Anchorage Municipality,101803.0
Poverty rate in Anchorage Municipality,4.8
Unemployment rate in Anchorage Municipality,4.0
Total population in Anchorage Municipality,6062
Average income in Anchorage Municipality,117813.0
Poverty rate in Anchorage Municipality,2.0
Unemployment rate in Anchorage Municipality,2.3
Total population in Anchorage Municipality,10325
Average income in Anchorage Municipality,108560.0
Poverty rate in Anchorage Municipality,5.7
Unemployment rate in Anchorage Municipality,6.6
Total population in Anchorage Municipality,6758
Average income in Anchorage Municipality,116466.0
Poverty rate in Anchorage Municipality,1.1
Unemployment rate in Anchorage Municipality,3.2
Total population in Anchorage Municipality,9908
Average income in Anchorage Municipality,74205.0
Poverty rate in Anchorage Municipality,10.5
Unemployment rate in Anchorage Municipality,4.1
Total population in Anchorage Municipality,6202
Average income in Anchorage Municipality,64864.0
Poverty rate in Anchorage Municipality,10.2
Unemployment rate in Anchorage Municipality,6.0
Total population in Anchorage Municipality,8097
Average income in Anchorage Municipality,145408.0
Poverty rate in Anchorage Municipality,4.2
Unemployment rate in Anchorage Municipality,3.1
Total population in Anchorage Municipality,5145
Average income in Anchorage Municipality,157470.0
Poverty rate in Anchorage Municipality,3.4
Unemployment rate in Anchorage Municipality,5.7
Total population in Anchorage Municipality,5096
Average income in Anchorage Municipality,155893.0
Poverty rate in Anchorage Municipality,1.6
Unemployment rate in Anchorage Municipality,3.2
Total population in Anchorage Municipality,4070
Average income in Anchorage Municipality,145729.0
Poverty rate in Anchorage Municipality,4.1
Unemployment rate in Anchorage Municipality,5.1
Total population in Anchorage Municipality,5393
Average income in Anchorage Municipality,168750.0
Poverty rate in Anchorage Municipality,1.4
Unemployment rate in Anchorage Municipality,2.9
Total population in Anchorage Municipality,2550
Average income in Anchorage Municipality,103870.0
Poverty rate in Anchorage Municipality,2.2
Unemployment rate in Anchorage Municipality,0.7
Total population in Bethel Census Area,10094
Average income in Bethel Census Area,37457.0
Poverty rate in Bethel Census Area,34.4
Unemployment rate in Bethel Census Area,26.5
Total population in Bethel Census Area,6408
Average income in Bethel Census Area,83438.0
Poverty rate in Bethel Census Area,13.7
Unemployment rate in Bethel Census Area,9.7
Total population in Bethel Census Area,1455
Average income in Bethel Census Area,42031.0
Poverty rate in Bethel Census Area,30.9
Unemployment rate in Bethel Census Area,27.4
Total population in Bristol Bay Borough,917
Average income in Bristol Bay Borough,79500.0
Poverty rate in Bristol Bay Borough,7.1
Unemployment rate in Bristol Bay Borough,6.8
Total population in Denali Borough,2303
Average income in Denali Borough,83295.0
Poverty rate in Denali Borough,15.5
Unemployment rate in Denali Borough,1.9
Total population in Dillingham Census Area,2740
Average income in Dillingham Census Area,40703.0
Poverty rate in Dillingham Census Area,22.2
Unemployment rate in Dillingham Census Area,18.6
Total population in Dillingham Census Area,2234
Average income in Dillingham Census Area,76389.0
Poverty rate in Dillingham Census Area,9.6
Unemployment rate in Dillingham Census Area,5.0
Total population in Fairbanks North Star Borough,1330
Average income in Fairbanks North Star Borough,29013.0
Poverty rate in Fairbanks North Star Borough,15.4
Unemployment rate in Fairbanks North Star Borough,4.7
Total population in Fairbanks North Star Borough,3514
Average income in Fairbanks North Star Borough,50725.0
Poverty rate in Fairbanks North Star Borough,24.3
Unemployment rate in Fairbanks North Star Borough,17.3
Total population in Fairbanks North Star Borough,4087
Average income in Fairbanks North Star Borough,50146.0
Poverty rate in Fairbanks North Star Borough,18.9
Unemployment rate in Fairbanks North Star Borough,15.9
Total population in Fairbanks North Star Borough,4504
Average income in Fairbanks North Star Borough,83720.0
Poverty rate in Fairbanks North Star Borough,7.2
Unemployment rate in Fairbanks North Star Borough,6.9
Total population in Fairbanks North Star Borough,2733
Average income in Fairbanks North Star Borough,51123.0
Poverty rate in Fairbanks North Star Borough,11.7
Unemployment rate in Fairbanks North Star Borough,11.1
Total population in Fairbanks North Star Borough,4565
Average income in Fairbanks North Star Borough,81452.0
Poverty rate in Fairbanks North Star Borough,9.9
Unemployment rate in Fairbanks North Star Borough,4.2
Total population in Fairbanks North Star Borough,4329
Average income in Fairbanks North Star Borough,74946.0
Poverty rate in Fairbanks North Star Borough,10.7
Unemployment rate in Fairbanks North Star Borough,7.0
Total population in Fairbanks North Star Borough,5794
Average income in Fairbanks North Star Borough,85182.0
Poverty rate in Fairbanks North Star Borough,4.5
Unemployment rate in Fairbanks North Star Borough,7.1
Total population in Fairbanks North Star Borough,6220
Average income in Fairbanks North Star Borough,98828.0
Poverty rate in Fairbanks North Star Borough,4.6
Unemployment rate in Fairbanks North Star Borough,2.3
Total population in Fairbanks North Star Borough,1633
Average income in Fairbanks North Star Borough,81974.0
Poverty rate in Fairbanks North Star Borough,6.2
Unemployment rate in Fairbanks North Star Borough,12.2
Total population in Fairbanks North Star Borough,9219
Average income in Fairbanks North Star Borough,58378.0
Poverty rate in Fairbanks North Star Borough,6.7
Unemployment rate in Fairbanks North Star Borough,6.6
Total population in Fairbanks North Star Borough,7726
Average income in Fairbanks North Star Borough,90097.0
Poverty rate in Fairbanks North Star Borough,6.3
